0,0
-0.0061,-0.1203
-0.0229,-0.3399
-0.0506,-0.5531
-0.0889,-0.7659
-0.1377,-0.9775
-0.1971,-1.1875
-0.2669,-1.3959
-0.347,-1.6012
-0.4371,-1.8037
-0.5373,-2.0031
-0.6472,-2.198
-0.7666,-2.3885
-0.8953,-2.5745
-1.033,-2.7546
-1.1795,-2.9301
-1.3345,-3.1002
-1.4978,-3.2662
-1.6693,-3.4296
-1.8489,-3.5925
-2.0369,-3.7603
-2.2323,-3.9072
-2.4286,-3.9263
-2.6285,-3.998
-2.8353,-4.1351
-3.0526,-4.3457
-3.2841,-4.6314
-3.5316,-4.9514
-3.7967,-5.3016
-4.0809,-5.682
-4.3853,-6.0896
-4.7114,-6.522
-5.0603,-6.9761
-5.4325,-7.4472
-5.8142,-7.6332
-6.1944,-7.6014
-6.5712,-7.5378
-6.9434,-7.4424
-7.3092,-7.3157
-7.667,-7.1572
-8.0159,-6.9799
-8.3581,-6.8422
-8.6959,-6.7558
-9.0314,-6.7109
-9.3664,-6.7001
-9.7024,-6.7178
-10.0303,-6.5598
-10.3427,-6.2471
-10.6385,-5.9185
-10.918,-5.5889
-11.1812,-5.261
-11.428,-4.9372
-11.6588,-4.6173
-11.874,-4.302
-12.0737,-3.9922
-12.2579,-3.6869
-12.4273,-3.3854
-12.5817,-3.0888
-12.7216,-2.795
-12.8468,-2.505
-12.9577,-2.2171
-13.0543,-1.9323
-13.1368,-1.6491
-13.2051,-1.3681
-13.2595,-1.0882
-13.3,-0.8093
-13.3267,-0.53
-13.3393,-0.2516
